"base_gene_src","base_id_src","base_gene_dest","base_id_dest","pathway","database"
"PRKACA","ENTREZID","EZR","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
"HRH2","ENTREZID","GNAS","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
"PRKCA","ENTREZID","EZR","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
"SSTR2","ENTREZID","GNAI1","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
"SST","ENTREZID","SSTR2","ENTREZID","Organismal Systems-Digestive system-Gastric acid secretion","kegg"
"VDR","ENTREZID","S100G","ENTREZID","Organismal Systems-Digestive system-Mineral absorption","kegg"
"VDR","ENTREZID","ATP2B1","ENTREZID","Organismal Systems-Digestive system-Mineral absorption","kegg"
"VDR","ENTREZID","SLC8A2","ENTREZID","Organismal Systems-Digestive system-Mineral absorption","kegg"
"VDR","ENTREZID","TRPV6","ENTREZID","Organismal Systems-Digestive system-Mineral absorption","kegg"
"VDR","ENTREZID","SLC34A2","ENTREZID","Organismal Systems-Digestive system-Mineral absorption","kegg"
"SLC40A1","ENTREZID","HEPHL1","ENTREZID","Organismal Systems-Digestive system-Mineral absorption","kegg"
"CCKAR","ENTREZID","GNAQ","ENTREZID","Organismal Systems-Digestive system-Pancreatic secretion","kegg"
"CCKAR","ENTREZID","BST1","ENTREZID","Organismal Systems-Digestive system-Pancreatic secretion","kegg"
"PRKACA","ENTREZID","VAMP2","ENTREZID","Organismal Systems-Digestive system-Salivary secretion","kegg"
"AQP5","ENTREZID","AQP5","ENTREZID","Organismal Systems-Digestive system-Salivary secretion","kegg"
"PRKG1","ENTREZID","BST1","ENTREZID","Organismal Systems-Digestive system-Salivary secretion","kegg"
"NFKB1","ENTREZID","SOCS3","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"SOCS3","ENTREZID","JAK2","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"SOCS3","ENTREZID","LEPR","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"PPARA","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"ACACB","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"STAT3","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"PRKAG2","ENTREZID","G6PC1","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"PRKAG2","ENTREZID","PCK1","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"STAT3","ENTREZID","POMC","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"PRKAG2","ENTREZID","SLC2A1","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"LEPR","ENTREZID","PPARA","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"ADIPOR1","ENTREZID","PPARA","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"PRKCQ","ENTREZID","CHUK","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"PRKCQ","ENTREZID","MAPK8","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"LEPR","ENTREZID","STK11","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"LEPR","ENTREZID","JAK2","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"STAT3","ENTREZID","NPY","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"STAT3","ENTREZID","AGRP","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"STAT3","ENTREZID","PPARGC1A","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"TRAF2","ENTREZID","MAPK8","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"TRAF2","ENTREZID","MTOR","ENTREZID","Organismal Systems-Endocrine system-Adipocytokine signaling pathway","kegg"
"PLCB1","ENTREZID","KCNK3","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"CREB3","ENTREZID","CYP11B2","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"PRKD3","ENTREZID","CREB3","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"PRKD3","ENTREZID","ATF1","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"CAMK1D","ENTREZID","CREB3","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"CAMK1D","ENTREZID","ATF1","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"NR4A2","ENTREZID","STAR","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"NR4A2","ENTREZID","CYP11B2","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"NR4A1","ENTREZID","CYP11B2","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"PRKACA","ENTREZID","ATF1","ENTREZID","Organismal Systems-Endocrine system-Aldosterone synthesis and secretion","kegg"
"GNA11","ENTREZID","KCNK2","ENTREZID","Organismal Systems-Endocrine system-Cortisol synthesis and secretion","kegg"
"KCNK2","ENTREZID","CACNA1I","ENTREZID","Organismal Systems-Endocrine system-Cortisol synthesis and secretion","kegg"
"MC2R","ENTREZID","MRAP","ENTREZID","Organismal Systems-Endocrine system-Cortisol synthesis and secretion","kegg"
"NR0B1","ENTREZID","NR5A1","ENTREZID","Organismal Systems-Endocrine system-Cortisol synthesis and secretion","kegg"
"ESR1","ENTREZID","FOS","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"PRKCD","ENTREZID","ADCY1","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"PRKACA","ENTREZID","KCNJ3","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"GNAI1","ENTREZID","KCNJ3","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"GABBR1","ENTREZID","GNAI1","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"CALML6","ENTREZID","NOS3","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"OPRM1","ENTREZID","GNAI1","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"POMC","ENTREZID","OPRM1","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"ESR1","ENTREZID","BCL2","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"NCOA2","ENTREZID","BCL2","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"ESR1","ENTREZID","EBAG9","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"NCOA2","ENTREZID","EBAG9","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"ESR1","ENTREZID","CTSD","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"NCOA2","ENTREZID","CTSD","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"ESR1","ENTREZID","TFF1","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"NCOA2","ENTREZID","TFF1","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"ESR1","ENTREZID","PGR","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"NCOA2","ENTREZID","PGR","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"NCOA2","ENTREZID","TGFA","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"ESR1","ENTREZID","TGFA","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"NCOA2","ENTREZID","RARA","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"ESR1","ENTREZID","RARA","ENTREZID","Organismal Systems-Endocrine system-Estrogen signaling pathway","kegg"
"PRKACA","ENTREZID","PKM","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"GCGR","ENTREZID","GNAS","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"GCGR","ENTREZID","GNAQ","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"GNAS","ENTREZID","ADCY2","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRKACA","ENTREZID","PRKAG2","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRKACA","ENTREZID","PPP4R3C","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRKACA","ENTREZID","PFKFB1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRKACA","ENTREZID","PHKA1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRKACA","ENTREZID","CALML6","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRKACA","ENTREZID","GYS1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRKACA","ENTREZID","SIK2","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PHKA1","ENTREZID","PYGB","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CALML6","ENTREZID","PYGB","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREB3","ENTREZID","CREB3","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PPP4R3C","ENTREZID","CRTC2","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"SIK2","ENTREZID","CRTC2","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PPP3CA","ENTREZID","CRTC2","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CRTC2","ENTREZID","CRTC2","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREBBP","ENTREZID","PPARGC1A","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PPARA","ENTREZID","PCK1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PPARGC1A","ENTREZID","PCK1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREBBP","ENTREZID","PCK1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREB3","ENTREZID","PCK1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREBBP","ENTREZID","G6PC1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREB3","ENTREZID","G6PC1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CRTC2","ENTREZID","G6PC1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PPARGC1A","ENTREZID","G6PC1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PPARA","ENTREZID","G6PC1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PRMT1","ENTREZID","FOXO1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"FOXO1","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"PPARGC1A","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREBBP","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CREB3","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CRTC2","ENTREZID","CPT1C","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"CAMK2A","ENTREZID","FOXO1","ENTREZID","Organismal Systems-Endocrine system-Glucagon signaling pathway","kegg"
"KISS1R","ENTREZID","GNA11","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"PRKCA","ENTREZID","KCNN1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"KISS1R","ENTREZID","PIK3CA","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"AKT3","ENTREZID","GNRH1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"CACNA1I","ENTREZID","TRPC1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"ARRB1","ENTREZID","MAPK1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"MAPK1","ENTREZID","GNRH1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"GABBR1","ENTREZID","KCNJ3","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"KISS1R","ENTREZID","ARRB1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"KISS1","ENTREZID","KISS1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"GNRH1","ENTREZID","GNRH1","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"ESR2","ENTREZID","CACNA1G","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"ESR2","ENTREZID","CACNA1I","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"ESR2","ENTREZID","CACNA1H","ENTREZID","Organismal Systems-Endocrine system-GnRH secretion","kegg"
"PRKCA","ENTREZID","SRC","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"PRKCA","ENTREZID","MAP3K2","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"PRKCA","ENTREZID","MMP14","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"PRKCA","ENTREZID","MAPK7","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"PRKCA","ENTREZID","PLA2G4B","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"CDC42","ENTREZID","MAP3K1","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"PRKACA","ENTREZID","ATF4","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"MAP3K2","ENTREZID","MAP2K3","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"GNRHR","ENTREZID","GNA11","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"MMP14","ENTREZID","MMP2","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"GNRHR","ENTREZID","GNAS","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"SRC","ENTREZID","EGFR","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"MAP3K1","ENTREZID","MAP2K7","ENTREZID","Organismal Systems-Endocrine system-GnRH signaling pathway","kegg"
"JAK2","ENTREZID","PLCG1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"GHSR","ENTREZID","GNA11","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MAPK1","ENTREZID","IGF1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MAPK1","ENTREZID","SOCS1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MAPK1","ENTREZID","IGFALS","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MAPK1","ENTREZID","JUNB","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MAPK1","ENTREZID","IGFBP3","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"PRKCA","ENTREZID","CACNA1C","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"GHRHR","ENTREZID","GNAS","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"POU1F1","ENTREZID","CSH1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"FOS","ENTREZID","CSH1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"GHR","ENTREZID","JAK2","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"CREB3","ENTREZID","POU1F1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"JAK2","ENTREZID","SHC2","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"JAK2","ENTREZID","IRS1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"JAK2","ENTREZID","PTK2","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MTOR","ENTREZID","IGFALS","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MTOR","ENTREZID","SOCS1","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MTOR","ENTREZID","FOS","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MTOR","ENTREZID","JUNB","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
"MTOR","ENTREZID","IGFBP3","ENTREZID","Organismal Systems-Endocrine system-Growth hormone synthesis, secretion and action","kegg"
